"imdb_score","movie_budget","release_month","duration","maturity_rating","aspect_ratio","nb_news_articles","actor1_star_meter","actor2_star_meter","actor3_star_meter","colour_film","nb_faces","action","adventure","scifi","thriller","musical","romance","western","sport","horror","drama","war","animation","crime","movie_meter_IMDBpro","Plot contains murder","Plot contains love","Plot contains friend","Plot contains death","Plot contains high school","Plot contains police","Plot contains new york city","Plot contains boy","Plot contains drugs","Plot contains school","Plot contains detective","Plot contains fbi","Plot contains friendship","Plot contains money","Plot contains wedding","Plot contains serial killer","Plot contains alien","Plot contains cult film","Plot contains marriage","Plot contains party","Production Company is Universal Pictures","Production Company is Paramount Pictures","Production Company is Columbia Pictures Corporation","Production Company is Warner Bros.","Production Company is New Line Cinema","Production Company is Twentieth Century Fox","Production Company is Metro-Goldwyn-Mayer (MGM)","Production Company is Touchstone Pictures","Production Company is DreamWorks","Production Company is Miramax","Production Company is Lionsgate","Production Company is Fox Searchlight Pictures","Production Company is Walt Disney Pictures","Production Company is Dimension Films","Production Company is Focus Features","Production Company is Fox 2000 Pictures","Production Company is Summit Entertainment","Production Company is Screen Gems","Production Company is Castle Rock Entertainment","Production Company is Revolution Studios"
6.8,28000000,"Jun",127,"PG","2.35",391,3531,4270,8347,"Color",1,1,1,0,1,0,0,0,0,0,0,0,0,0,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,8000000,"Apr",124,"PG","2.35",6,6778,12836,35076,"Color",0,0,0,0,0,0,0,0,1,0,1,0,0,0,43415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,48000000,"Aug",112,"PG-13","2.35",112,30485,128296,11096,"Color",8,0,1,0,0,0,0,0,0,0,0,0,0,0,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,30000000,"Oct",122,"R","2.35",2225,48,327,683,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,26000000,"Mar",110,"R","2.35",2791,4405,2781,4606,"Color",0,1,0,0,1,0,0,0,0,1,0,0,0,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,23000000,"Apr",219,"PG-13","2.35",370,3271,5159,10959,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,5000000,"Jun",135,"R","2.35",27,273,11575,11609,"Color",2,0,0,0,0,0,0,0,0,0,1,0,0,0,8212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,55000000,"Jun",107,"PG","2.35",957,2450,6723,2850,"Color",2,0,0,0,0,0,0,0,0,0,1,0,0,0,11686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,33000000,"Aug",105,"R","2.35",1186,1985,4661,2912,"Color",0,1,1,0,1,0,0,0,0,0,1,0,0,1,4331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,50000000,"Oct",115,"R","2.35",1239,151,4022,10184,"Color",1,1,0,1,1,0,0,0,0,0,0,0,0,1,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.2,28000000,"Jul",131,"R","2.35",3311,864,254,6203,"Color",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,30000000,"Feb",101,"R","2.35",85,2653,6535,10494,"Color",2,1,0,0,1,0,0,0,0,0,1,0,0,1,6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,31000000,"Apr",118,"PG-13","2.35",111,913,2390,3628,"Color",0,0,0,1,1,0,0,0,0,0,1,0,0,1,5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,50000000,"Sep",124,"R","2.35",84,11273,3953,21743,"Color",2,1,0,0,1,0,0,0,0,0,0,0,0,0,11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.3,2000000,"Nov",105,"PG-13","2.35",985,150,26983,179083,"Color",0,0,0,0,0,0,0,0,0,0,0,0,0,1,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,24000000,"Feb",88,"R","2.35",923,505,2031,4874,"Color",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.5,33000000,"Jul",99,"PG-13","2.35",403,124,10531,34742,"Color",0,0,0,0,0,1,1,0,0,0,1,0,0,0,4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,48000000,"Oct",104,"PG-13","2.35",118,3757,4137,2799,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,47000000,"Jun",81,"PG-13","2.35",3174,327,34391,2566,"Color",1,1,0,0,1,0,0,1,0,0,1,0,0,0,5487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,33000000,"Mar",101,"R","2.35",158,2805,3594,4461,"Color",0,1,0,0,1,0,0,0,0,0,1,0,0,1,8576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,40000000,"May",136,"R","2.35",1053,513,233,1758,"Color",3,0,0,0,0,0,0,1,0,0,0,0,0,0,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,35000000,"Dec",123,"PG-13","2.35",609,100,2228,4376,"Color",0,0,0,0,0,0,0,0,1,0,1,0,0,0,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,30000000,"Dec",110,"PG","2.35",193,3828,3681,6150,"Color",0,1,1,1,1,0,0,0,0,0,0,0,0,0,6931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,14500000,"Apr",94,"R","2.35",25,4761,11370,309677,"Color",2,0,0,0,0,1,0,0,0,0,1,0,0,0,26914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,30000000,"Oct",111,"R","2.35",4120,2726,1987,4514,"Black and White",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.9,15000000,"Oct",155,"R","2.35",202,2907,1938,7679,"Color",15,0,0,0,0,0,0,0,0,0,1,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,13000000,"Feb",93,"R","2.35",8,4333,7207,2139,"Color",1,0,0,0,1,0,0,0,0,0,0,0,0,1,15686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,15000000,"Apr",140,"R","2.35",1688,215,370,125115,"Color",3,0,0,0,1,0,0,0,0,0,1,0,0,1,1264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,16000000,"Nov",115,"PG-13","2.35",836,2983,634,7325,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,28000000,"Aug",167,"R","2.35",2450,5073,5897,23595,"Color",0,0,0,0,0,1,0,0,0,0,1,0,0,1,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,45000000,"Dec",134,"PG-13","2.35",355,5615,505,2613,"Color",3,0,0,0,0,1,0,0,0,0,0,0,0,0,7128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,35000000,"Dec",134,"R","2.35",1588,1180,4054,16235,"Color",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,900000,"Apr",101,"R","2.35",89,4600,2795,917,"Color",2,0,0,0,1,0,0,0,0,0,0,0,0,0,15196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,2000000,"Mar",83,"R","2.35",24,3047,7490,22967,"Color",0,0,0,0,1,0,0,0,0,1,1,0,0,1,15166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,35000000,"Oct",122,"R","2.35",812,121,2629,15552,"Color",1,0,0,0,1,0,0,0,0,1,0,0,0,0,3947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,20000000,"Oct",115,"PG-13","2.35",17,566,2283,825,"Color",1,0,0,0,1,0,1,0,0,0,1,0,0,0,14954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,38000000,"Sep",127,"R","2.35",2006,577,6032,3767,"Color",0,1,0,1,1,0,0,0,0,0,0,0,0,0,3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,19500000,"Nov",111,"PG-13","2.35",201,513,5132,1376,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,3700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,25000000,"Oct",137,"R","2.35",3525,364,719,345,"Color",4,0,1,0,0,0,0,0,0,0,1,0,0,0,5522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,13000000,"Nov",117,"PG-13","2.35",18,4606,11898,4722,"Color",9,0,0,0,0,0,1,0,0,0,1,0,0,0,14152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,44000000,"Jul",99,"PG-13","2.35",1018,10477,339,16817,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,48000000,"May",127,"PG-13","2.35",549,413,3531,1588,"Color",5,1,1,0,0,0,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,6500000,"Jan",88,"PG-13","2.35",185,10289,10444,30333,"Color",7,0,0,0,0,1,0,0,0,0,1,0,0,0,34836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,35000000,"Oct",103,"PG-13","2.35",897,376,4706,5887,"Color",1,1,0,0,1,0,0,0,0,0,1,0,0,1,2542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,30000000,"Dec",89,"PG-13","2.35",1088,850,51663,52310,"Color",0,1,1,1,1,0,0,0,0,1,0,0,0,0,5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.3,25000000,"Nov",95,"R","2.35",453,383,1662,8703,"Color",0,0,0,0,1,0,1,0,0,0,1,0,0,0,3916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,1000000,"Feb",99,"R","2.35",3,11492,4121,17952,"Color",2,0,0,0,1,0,0,0,0,0,1,0,0,1,46838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,30000000,"Feb",120,"R","2.35",1223,25002,14455,89538,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,55000000,"Dec",97,"R","2.35",7,151,4564,4796,"Color",1,1,0,0,1,0,0,0,0,0,0,0,0,1,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,55000000,"Jul",142,"PG-13","2.35",2844,86,4124,115100,"Black and White",0,0,0,0,0,0,0,0,0,0,1,0,0,0,455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,11000000,"Jun",116,"R","2.35",9318,3067,7038,8568,"Color",0,0,0,1,0,0,0,0,0,1,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,6500000,"Oct",99,"R","2.35",820,2735,172,5987,"Color",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,18000000,"Mar",112,"PG-13","2.35",816,345,3049,3544,"Color",0,0,1,1,1,0,0,0,0,0,1,0,0,0,4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,25000000,"Jan",99,"PG-13","2.35",1141,4461,2121,2496,"Color",1,1,0,0,0,0,1,0,0,0,0,0,0,1,5323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,50000000,"Mar",121,"PG-13","2.35",1044,133,370,16425,"Color",0,0,0,1,1,0,0,0,0,0,1,0,0,0,3730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,30000000,"Mar",110,"R","2.35",8,6041,9297,21725,"Color",2,1,0,0,1,0,0,0,0,0,1,0,0,1,22999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,25000000,"Jun",119,"PG","2.35",340,2337,1622,5938,"Color",0,0,0,0,0,0,1,0,0,0,1,0,0,0,2572,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,25000000,"Nov",125,"PG-13","2.35",719,566,1405,3140,"Color",5,0,0,0,0,0,1,0,0,0,1,0,0,0,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,54000000,"Mar",132,"R","2.35",1843,264,2228,5006,"Color",1,1,0,0,1,0,0,0,0,0,1,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,35000000,"Feb",112,"PG-13","2.35",158,327,655,4476,"Color",0,0,0,1,0,0,1,0,0,0,1,0,0,0,4996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,30000000,"Apr",132,"R","2.35",371,20,983,4254,"Color",2,0,0,0,1,0,0,0,0,0,1,0,0,1,1882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,17000000,"Oct",99,"R","2.35",668,9815,875,1247,"Color",1,0,0,0,1,0,0,0,0,1,0,0,0,0,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,29000000,"Jun",123,"PG-13","2.35",1926,215,3866,4361,"Color",0,0,0,0,0,0,1,0,0,0,1,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,40000000,"Dec",138,"R","2.35",6467,84,49,9,"Color",5,0,0,0,0,0,0,0,0,0,1,0,0,1,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,10000000,"Nov",97,"PG-13","2.35",5,4046,6407,1947,"Color",0,0,0,0,0,0,1,0,0,0,1,0,0,0,29179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,53000000,"Nov",89,"PG-13","2.35",62,1366,2069,8483,"Color",1,0,0,0,1,0,0,0,0,0,0,0,0,1,16597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,35000000,"Jul",100,"PG","2.35",227,2795,1037,4083,"Color",3,0,1,1,0,0,0,0,0,0,0,0,0,0,2210,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.4,50000000,"Oct",118,"R","2.35",1296,371,583,5132,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,48000000,"Oct",114,"R","2.35",1005,367,5751,3743,"Color",1,1,1,0,0,0,0,0,0,0,1,1,0,0,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,36000000,"May",93,"R","2.35",55,1933,6790,2097,"Color",0,1,0,0,1,0,0,0,0,0,1,0,0,1,6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,11000000,"Mar",98,"PG-13","2.35",501,19596,5810,10988,"Color",4,0,0,0,0,0,0,0,0,0,1,0,0,0,17344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,20000000,"Aug",107,"PG-13","2.35",911,1737,754,98,"Color",5,1,0,0,1,0,0,0,0,0,0,0,0,1,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.1,26000000,"Dec",105,"R","2.35",25,264,170,485,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,0,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.4,45000000,"Oct",133,"PG-13","2.35",746,2533,17881,12574,"Color",0,0,0,0,0,1,1,0,0,0,1,0,0,0,4056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.5,20000000,"Dec",107,"R","2.35",235,49,1662,3534,"Color",2,1,0,1,1,0,0,0,0,0,1,0,0,0,3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.4,30000000,"Jul",99,"PG-13","2.35",81,114,10406,3915,"Color",1,1,0,0,0,0,0,0,0,1,0,0,0,0,7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,10000000,"Feb",90,"PG","2.35",94,181,7076,6635,"Color",6,0,1,1,0,1,0,0,0,0,0,0,0,0,2189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,45000000,"Dec",113,"PG-13","2.35",117,913,3006,2168,"Color",4,1,1,0,1,0,0,0,0,0,1,0,0,0,8557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20000000,"Apr",121,"PG-13","2.35",73,2613,16293,16225,"Color",2,0,1,0,0,0,0,0,0,0,1,0,0,0,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,5000000,"Mar",94,"R","2.35",3946,343,5277,7637,"Color",4,0,0,0,0,0,0,0,0,0,1,0,0,1,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,20000000,"Oct",123,"R","2.35",49,4053,1414,4952,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,4808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,40000000,"Mar",115,"R","2.35",410,3521,1830,9000,"Color",0,1,0,0,1,0,0,0,0,0,1,0,0,1,4014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,15000000,"Jan",98,"PG-13","2.35",66,7270,3442,6391,"Color",0,0,0,0,0,0,1,0,0,1,1,0,0,0,15742,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,10000000,"Dec",106,"R","2.35",93,8138,2472,4025,"Color",2,0,0,0,0,0,0,0,0,0,1,1,0,0,20986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,40000000,"Jan",121,"R","2.35",2158,5109,9638,10243,"Color",0,1,0,0,1,0,0,0,0,0,1,1,0,0,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,15000000,"Jun",97,"PG","2.35",188,987,4548,1635,"Color",5,0,0,0,0,0,1,0,0,0,1,0,0,0,11784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6.7,40000000,"Jun",108,"PG-13","2.35",2184,125,2168,2870,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.3,10000000,"May",124,"PG-13","2.35",1425,4548,4620,1706,"Color",3,0,0,0,0,0,0,0,0,0,1,0,0,0,4973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,17000000,"Nov",123,"R","2.35",447,3683,547,2975,"Color",5,0,0,0,0,0,0,0,0,0,1,0,0,0,8756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,32000000,"Jul",123,"PG","2.35",82,1739,2047,4688,"Color",1,0,0,1,0,0,1,0,0,0,1,0,0,0,5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
